what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265785361250
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265785361250
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265785361359
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265785371343
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265785372500
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265785377687
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265785377687
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265785378015
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265785378015
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265785449343
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265785450031
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265785450046
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265785450140
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265785458843
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265785910781
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265785910781
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265785910859
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265785934031
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265785936015
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265785937187
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265785937218
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265785937390
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265785937406
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265785940812
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265785942218
