what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265943221578
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265943221578
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265943221671
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265943222765
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265943224546
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265943224546
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265943224625
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265943616765
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265943617875
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265943617890
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265943617984
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265943618906
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265943619000
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265943657015
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265943657687
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265943657687
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265943657781
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265943767234
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265943767953
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265943767953
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265943768046
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265945674578
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265946878265
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265946878375
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265946879062
